Date,.dMIWO000I0PUS,.dMIEF000I0PUS,.dMIWD000I0PUS,.dMINA000I0PUS,.dMIEU000I0PUS,.dMIUG000I0PUS,.dMIEE000I0PUS,.dMIMU000I0PUS,.dMIER000I0PUS,.dMIWOU00I0PUS,.dMIAX000I0PUS,.dMISX000I0PUS,.dMICA000I0PUS,.dMIUS000I0PUS,.dMIAT000I0PUS,.dMIBE000I0PUS,.dMIDK000I0PUS,.dMIFI000I0PUS,.dMIFR000I0PUS,.dMIDE000I0PUS,.dMIIE000I0PUS,.dMIIL000I0PUS,.dMIIT000I0PUS,.dMINL000I0PUS,.dMINO000I0PUS,.dMIPT000I0PUS,.dMIES000I0PUS,.dMISE000I0PUS,.dMICH000I0PUS,.dMIGB000I0PUS,.dMIAU000I0PUS,.dMIHK000I0PUS,.dMIJP000I0PUS,.dMINZ000I0PUS,.dMISG000I0PUS,.dMIBR000I0PUS,.dMICL000I0PUS,.dMICO000I0PUS,.dMIMX000I0PUS,.dMICZ000I0PUS,.dMIEG000I0PUS,.dMIGR000I0PUS,.dMIHU000I0PUS,.dMIIN000I0PUS,.dMIKW000I0PUS,.dMIPL000I0PUS,.dMIQA000I0PUS,.dMISAPz0I0PUS,.dMIZA000I0PUS,.dMITR000I0PUS,.dMIAE000I0PUS,.dMICN000I0PUS,.dMIID000I0PUS,.dMIKR000I0PUS,.dMIMY000I0PUS,.dMIPH000I0PUS,.dMITW000I0PUS,.dMITH000I0PUS,.dMIEF00000PUS
2017-01-09,1132.63,879.248,1097.953,1473.559,727.498,745.724,664.138,484.519,714.861,788.531,1041.896,970.757,883.023,1534.558,406.423,692.495,1383.685,564.661,703.092,869.044,456.408,912.7,367.312,852.145,619.983,296.308,502.093,941.783,1096.095,685.1,800.822,1188.509,921.504,973.997,807.847,637.423,787.469,1021.623,678.14,406.308,533.367,38.376,551.585,1009.691,342.693,385.668,1085.391,805.11,945.898,542.758,738.213,1098.699,1381.549,966.744,894.993,1637.619,1083.718,1846.837,878.4400963
2017-01-10,1135.037,886.354,1100.972,1475.439,730.832,748.207,669.113,487.832,718.193,791.387,1051.9,977.413,886.326,1536.28,404.793,694.821,1380.55,565.178,705.775,873.12,459.036,915.541,369.508,853.972,618.853,293.853,501.366,944.353,1101.923,690.328,798.349,1205.54,922.924,977.323,816.381,642.896,789.335,1012.782,675.171,405.055,536.929,38.763,556.106,1016.92,342.547,391.031,1085.024,798.058,955.17,537.197,740.143,1110.101,1388.123,976.834,897.83,1661.384,1090.828,1864.514,885.7013398
2017-01-11,1133.984,887.309,1100.183,1479.1,724.18,741.021,661.091,481.568,711.562,786.473,1057.278,981.363,886.511,1540.31,401.602,685.486,1374.725,557.307,698.091,867.986,454.959,909.421,366.69,846.28,618.358,290.135,492.645,936.43,1089.429,684.886,798.454,1211.983,918.012,979.507,813.371,638.529,794.589,1001.441,664.133,402.149,534.885,38.513,550.792,1024.135,343.638,389.089,1085.389,786.576,941.288,518.966,740.737,1116.221,1379.451,990.534,901.203,1651.337,1090.918,1864.52,886.7323751
2017-01-12,1137.052,897.071,1104.123,1475.827,732.217,748.932,676.891,493.613,719.806,794.882,1061.273,987.779,890.28,1536.282,409.103,691.455,1379.022,561.003,707.042,874.764,462.496,913.501,367.796,853.702,627.649,296.149,501.3,953.294,1100.201,693.188,811.487,1202.598,930.156,998.488,820.203,663.56,811.168,1018.144,672.23,408.759,532.56,39.263,562.772,1030.071,344.302,394.313,1086.379,788.996,969.003,562.804,741.515,1112.085,1380.182,1005.181,906.339,1643.412,1106.194,1868.811,896.6377598
2017-01-13,1140.323,896.718,1106.915,1480.11,736.921,754.947,676.45,488.415,723.996,797.418,1062.679,986.913,896.231,1540.376,409.226,696.685,1396.287,565.907,712.797,880.051,465.951,917.691,373.157,861.088,630.897,296.804,505.323,962.906,1107.916,694.947,804.282,1206.939,927.819,994.622,823.664,654.05,813.288,1015.198,676.221,407.575,538.248,38.221,562.51,1027.397,344.133,390.829,1086.364,788.996,977.577,567.108,741.497,1116.511,1372.23,1006.454,902.066,1633.248,1105.042,1874.636,895.9757444
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.617,,1087.709,,,,738.342,,,,,,,,
2017-01-16,1137.532,889.988,1103.613,1479.798,729.758,748.038,672.799,486.56,717.109,792.574,1054.292,981.38,893.04,1540.376,406.925,689.224,1393.822,561.52,706.203,874.074,457.788,917.572,368.071,853.49,623.726,293.889,499.009,954.85,1096.577,687.235,806.358,1202.936,926.474,997.16,819.451,653.272,808.489,1007.347,671.049,404.897,535.525,37.616,561.038,1030.052,352.792,392.153,1088.994,777.501,969.92,560.635,736.729,1106.062,1360.487,993.731,894.502,1626.599,1092.159,1866.439,889.1054854
2017-01-17,1136.379,895.695,1103.359,1474.494,734.934,751.383,675.998,488.48,722.116,795.399,1060.491,986.004,896.962,1534.086,408.13,693.501,1397.098,562.562,709.34,879.736,461.01,916.758,371.85,855.647,627.08,300.777,502.318,954.548,1099.175,696.487,806.486,1206.63,922.366,1007.698,826.378,661.449,815.975,1013.353,675.416,407.078,541.56,37.577,561.881,1032.084,364.855,393.931,1102.594,784.405,974.393,570.28,739.067,1112.231,1363.107,1003.753,898.628,1603.217,1102.777,1867.013,894.8713603
2017-01-18,1138.361,899.016,1105.512,1477.194,736.232,753.172,678.241,488.642,723.355,796.153,1065.898,989.843,892.212,1537.585,408.89,694.27,1393.99,564.771,708.561,884.428,459.508,917.653,372.877,861.001,631.749,301.017,501.866,960.336,1101.584,696.687,806.092,1219.005,923.312,1009.459,822.666,658.0,820.812,1010.985,674.747,408.219,536.827,37.679,561.783,1034.778,361.006,393.131,1098.231,783.01,981.362,575.11,743.702,1120.981,1374.534,1010.403,903.003,1612.491,1102.504,1858.384,897.8853491
2017-01-19,1131.796,895.379,1099.34,1470.053,730.157,747.077,670.251,482.29,717.266,789.58,1063.28,987.952,877.257,1531.302,406.862,687.768,1386.888,564.163,702.735,877.357,457.675,913.938,372.272,857.797,633.748,294.346,497.714,948.74,1087.85,690.672,806.244,1215.763,915.472,1006.042,820.01,657.462,818.06,1007.732,667.922,407.335,515.72,37.285,554.41,1035.701,359.167,391.661,1106.505,785.218,968.149,562.594,741.967,1120.201,1375.903,1003.258,903.129,1625.371,1098.21,1845.897,894.51808
2017-01-20,1136.136,894.388,1102.976,1475.346,734.267,753.265,669.323,483.79,721.241,793.259,1059.909,984.081,884.968,1536.324,412.158,691.591,1393.236,570.871,708.025,885.182,464.203,915.169,374.612,864.816,640.998,296.653,501.284,966.428,1093.596,690.128,800.847,1210.495,920.49,1001.897,822.439,666.894,820.944,1009.108,675.662,409.725,517.363,37.277,559.068,1022.978,359.108,392.674,1106.657,785.197,962.05,573.776,741.967,1112.871,1353.983,1005.451,901.695,1627.383,1101.767,1851.733,893.2843305
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.313,,1111.686,,,,743.123,,,,,,,,
2017-01-23,1135.602,902.961,1103.635,1471.753,736.074,753.396,673.693,484.101,722.97,795.207,1067.147,988.711,882.845,1532.578,413.106,693.088,1389.247,569.173,709.484,885.53,464.479,912.595,374.203,863.573,641.816,294.734,500.104,963.169,1095.508,695.675,797.939,1212.04,925.997,1016.12,830.375,684.387,824.854,1014.874,698.336,411.481,524.706,37.442,562.463,1028.753,371.271,392.705,1111.077,799.795,975.453,579.078,738.479,1118.94,1356.653,1011.049,905.846,1658.53,1118.486,1867.524,902.139049
2017-01-24,1142.146,909.445,1110.161,1484.287,738.702,756.678,683.491,490.511,725.794,797.388,1072.862,994.525,900.467,1544.54,415.129,693.862,1385.501,574.926,711.097,890.245,465.348,917.632,377.109,865.688,648.819,295.148,505.446,973.876,1096.746,696.835,804.243,1216.047,918.506,1021.214,836.079,685.288,828.673,1016.023,714.179,413.113,520.466,38.012,559.714,1038.549,376.064,397.886,1121.709,810.035,993.683,586.545,739.337,1127.389,1370.67,1010.962,911.994,1659.198,1123.027,1884.091,908.6310316
2017-01-25,1151.783,912.431,1118.916,1496.288,747.021,765.621,684.859,493.137,733.817,804.54,1076.811,997.37,907.819,1557.02,423.086,699.212,1401.256,576.264,716.583,903.334,471.308,929.552,377.476,875.061,656.21,294.283,513.867,987.681,1114.4,703.743,804.049,1221.086,925.428,1024.513,834.641,684.132,837.325,1016.611,717.124,413.629,520.604,38.908,562.875,1052.65,378.828,411.223,1120.12,816.523,995.127,568.596,727.138,1132.182,1367.515,1014.22,911.985,1646.663,1123.761,1892.256,912.1594012
2017-01-26,1150.134,916.74,1118.048,1494.098,743.678,761.445,684.558,493.775,730.681,803.268,1083.971,1001.945,904.578,1554.948,418.185,693.428,1401.085,572.367,710.199,900.237,465.504,931.367,371.41,866.539,653.395,292.742,508.702,989.629,1114.208,702.269,801.655,1229.766,930.534,1023.624,834.34,684.124,842.251,1020.289,712.505,411.887,527.053,38.688,557.631,1052.65,377.313,410.067,1114.451,817.942,992.125,568.679,733.785,1141.474,1378.685,1029.98,919.301,1649.216,1123.206,1904.994,916.7283093
2017-01-27,1149.625,916.093,1117.522,1491.985,744.001,761.877,681.607,500.969,731.359,803.864,1083.538,1003.824,900.797,1553.018,420.96,696.183,1417.268,573.955,709.38,901.366,466.707,940.062,370.477,869.09,653.957,295.268,509.781,984.522,1114.035,702.346,809.914,1235.189,930.388,1031.721,835.684,691.01,831.865,1022.87,715.434,411.342,530.29,37.158,556.122,1058.823,377.251,412.941,1114.527,817.921,968.078,569.468,733.804,1136.584,1375.075,1029.98,916.672,1647.751,1123.206,1899.311,915.9208893
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.23,,1103.383,,,,726.274,,,,,,,,
2017-01-30,1142.079,913.554,1110.641,1481.766,735.345,753.008,675.539,496.487,722.921,798.771,1083.491,1001.942,892.739,1542.585,414.506,690.233,1408.899,565.166,700.789,890.429,459.876,931.791,359.629,859.309,644.47,287.583,501.481,977.622,1107.272,694.187,802.951,1235.226,937.054,1025.06,837.885,679.313,821.742,1012.901,721.601,409.164,517.535,35.441,552.21,1061.209,380.616,406.212,1088.315,816.634,961.818,598.972,726.636,1135.197,1371.748,1029.98,916.672,1649.614,1123.206,1900.922,913.0889166
2017-01-31,1143.067,910.145,1111.052,1482.44,738.516,756.413,674.39,494.855,725.842,800.128,1079.545,998.552,895.324,1543.052,416.33,690.617,1424.97,561.517,703.321,890.177,461.172,926.892,360.597,863.559,646.06,290.384,504.8,991.383,1115.512,696.827,800.86,1235.047,933.795,1026.455,841.095,678.481,822.473,1014.947,718.396,415.68,508.672,35.513,559.261,1050.191,378.621,412.132,1071.883,812.009,964.787,599.825,719.071,1135.765,1363.468,1017.95,910.229,1627.197,1123.206,1883.811,909.2281954
2017-02-01,1143.675,914.283,1112.121,1482.326,741.587,758.601,678.345,496.384,728.834,801.141,1084.017,1002.068,893.637,1543.108,422.285,693.815,1434.42,563.807,706.422,894.357,463.077,934.487,361.507,864.976,652.375,287.838,503.239,997.302,1114.082,701.865,802.315,1232.482,929.8,1014.424,842.374,678.235,823.63,1020.091,717.248,415.693,506.007,35.81,559.423,1072.443,380.201,415.311,1071.489,811.942,974.78,602.115,719.603,1136.318,1375.559,1028.044,910.229,1622.512,1123.206,1887.49,912.9992432
2017-02-02,1144.662,917.015,1113.335,1483.443,742.431,761.45,680.387,499.043,729.771,802.315,1084.811,1005.621,898.589,1543.809,424.586,698.322,1415.199,572.353,709.93,895.083,466.303,930.648,365.293,873.47,647.394,291.338,509.499,1008.42,1111.492,698.227,813.651,1223.604,928.236,1021.458,840.765,681.992,832.986,1038.253,727.422,419.344,518.072,36.332,563.781,1078.684,373.899,415.658,1071.474,811.4,977.674,615.285,707.093,1131.414,1384.714,1033.791,912.948,1624.597,1131.698,1884.999,915.2076419
2017-02-03,1151.809,920.827,1120.036,1495.366,745.398,764.175,686.416,505.885,732.939,805.047,1086.534,1006.253,903.962,1556.417,423.913,700.555,1420.048,568.228,712.997,894.843,467.441,935.008,369.079,879.044,656.652,292.916,511.889,1006.869,1118.423,701.727,810.887,1224.575,931.331,1032.093,840.61,689.411,848.021,1049.249,735.997,420.674,519.868,36.774,566.404,1082.975,373.532,417.379,1071.474,811.4,983.773,627.849,707.075,1131.409,1389.676,1033.956,917.389,1626.359,1135.937,1900.391,918.872547
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.853,,1072.025,,,,714.801,,,,,,,,
2017-02-06,1146.832,925.065,1116.271,1490.7,737.085,754.327,680.639,502.58,724.886,799.584,1096.699,1011.993,894.499,1552.278,419.12,693.159,1406.006,562.786,702.818,879.608,463.184,935.466,358.812,869.553,651.457,289.085,503.761,992.723,1113.839,696.863,804.66,1228.832,934.748,1027.794,842.073,678.434,842.103,1046.877,728.682,418.398,534.471,35.954,554.899,1093.159,377.432,418.233,1072.857,806.765,967.855,621.361,723.729,1144.286,1401.518,1045.23,921.804,1641.697,1149.105,1916.138,922.9854958
2017-02-07,1146.048,922.111,1115.204,1490.29,735.966,751.894,679.007,500.726,723.729,798.561,1094.115,1010.398,894.372,1551.838,417.47,693.691,1400.497,562.968,696.638,878.826,457.316,922.518,356.367,871.329,647.229,287.696,499.572,991.64,1114.509,698.685,805.823,1229.829,932.937,1025.683,842.722,677.934,834.961,1037.999,716.399,418.727,547.583,35.859,555.941,1086.366,374.248,415.466,1067.86,805.04,965.98,614.369,724.618,1144.63,1396.758,1036.953,919.211,1634.811,1148.164,1905.288,919.8048623
2017-02-08,1149.202,924.15,1118.209,1491.608,739.633,754.379,676.175,497.858,727.057,803.252,1096.937,1013.685,898.438,1552.856,417.123,696.565,1395.353,564.345,699.338,881.191,459.503,921.27,359.52,872.963,644.643,290.809,500.018,995.063,1120.282,704.991,810.573,1238.677,941.329,1027.539,842.6,686.683,837.353,1024.205,724.424,426.807,560.498,35.021,558.009,1090.793,375.638,414.512,1073.748,797.979,960.281,623.685,729.769,1156.701,1393.071,1029.696,919.266,1624.594,1143.41,1914.619,921.676537
2017-02-09,1152.994,928.099,1122.016,1501.364,742.268,756.935,677.632,499.187,729.625,801.971,1101.151,1016.611,903.429,1563.109,419.817,698.903,1414.585,565.843,704.043,884.359,460.676,926.218,361.407,876.745,639.285,292.267,503.639,991.513,1119.253,707.798,810.429,1235.844,924.791,1016.446,844.943,687.569,845.329,1024.961,731.83,422.644,567.345,34.618,563.196,1098.773,367.623,421.786,1071.204,797.945,962.98,631.94,726.082,1163.213,1399.088,1031.027,919.266,1628.346,1152.242,1910.308,925.5739075
2017-02-10,1157.94,932.395,1126.87,1507.933,740.874,754.76,683.746,501.543,728.425,805.872,1102.964,1021.22,914.192,1569.212,421.505,694.383,1414.98,565.473,702.109,883.549,461.129,926.328,358.583,871.696,636.779,291.151,497.857,992.14,1117.515,708.158,823.285,1238.614,939.542,1014.808,848.154,701.301,854.47,1028.071,742.903,426.96,567.345,35.569,565.765,1101.725,367.322,427.421,1071.042,797.945,978.338,620.597,726.082,1163.457,1394.289,1029.793,922.395,1623.271,1161.045,1907.895,930.1587276
2017-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.218,,1074.692,,,,726.615,,,,,,,,
2017-02-13,1163.163,937.673,1132.093,1514.769,745.096,759.462,688.341,503.726,732.542,809.226,1107.856,1025.397,915.267,1576.658,424.879,697.928,1419.227,568.842,709.053,889.939,464.885,950.165,361.403,876.987,643.012,291.224,502.335,997.163,1118.176,711.296,825.692,1240.75,941.362,1015.551,848.344,710.135,861.244,1022.876,743.15,427.871,573.632,35.811,568.663,1100.044,362.779,430.399,1075.866,807.396,988.546,630.843,724.005,1175.005,1406.708,1029.123,926.669,1634.685,1168.331,1907.895,935.4480223
2017-02-14,1163.523,936.814,1132.294,1520.437,742.592,757.101,687.645,503.049,730.132,805.107,1108.294,1025.094,916.006,1582.848,424.853,697.467,1413.706,567.034,707.42,886.81,459.728,957.585,362.354,874.942,638.872,290.258,502.176,995.402,1110.912,708.476,823.357,1247.482,928.295,1013.157,839.715,705.668,857.604,1000.799,736.197,421.598,577.006,35.854,574.177,1097.278,369.235,427.849,1075.866,805.47,987.234,628.092,725.322,1170.41,1395.852,1038.596,926.026,1616.199,1174.455,1892.222,934.0784065
2017-02-15,1169.684,943.894,1138.567,1527.766,745.756,760.55,693.342,503.781,733.169,809.913,1113.141,1032.303,920.008,1590.521,427.634,698.177,1419.618,571.007,711.61,889.239,462.297,970.486,360.914,879.812,637.322,291.173,507.062,999.281,1117.882,710.995,837.395,1253.499,935.334,1022.441,841.417,733.574,864.586,1010.242,733.978,425.178,576.301,35.426,578.342,1086.113,373.23,429.995,1082.446,809.724,1003.708,625.923,725.368,1181.946,1395.852,1038.791,926.623,1608.517,1187.879,1893.068,941.7791036
2017-02-16,1171.542,947.418,1140.639,1526.371,749.639,766.133,700.267,507.149,737.026,814.541,1116.015,1035.222,922.722,1588.685,431.946,705.32,1439.483,575.917,715.155,895.358,466.127,969.191,364.351,885.637,639.579,294.097,509.917,1010.327,1126.299,711.064,840.916,1250.716,944.708,1013.975,845.721,732.017,867.629,1017.802,736.736,429.293,599.982,35.775,577.593,1095.902,374.443,438.832,1091.13,816.237,1016.52,631.521,731.993,1189.103,1398.211,1040.362,924.25,1629.469,1182.794,1895.983,945.6180544
2017-02-17,1171.285,941.411,1139.631,1528.196,746.663,762.891,691.783,501.657,733.92,812.123,1112.968,1031.907,917.577,1591.26,428.142,703.681,1428.77,571.753,707.98,891.952,464.66,968.824,361.616,896.42,631.872,293.671,505.024,1002.292,1127.918,708.69,836.844,1253.533,944.764,1007.544,848.572,721.047,855.83,1005.014,728.605,429.061,604.856,36.205,577.933,1098.849,374.688,430.552,1091.16,816.237,999.403,641.009,731.993,1180.32,1383.869,1035.686,924.848,1620.537,1182.34,1900.075,939.0325617
2017-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.73,,1102.399,,,,727.827,,,,,,,,
2017-02-20,1171.549,945.664,1140.417,1528.309,747.661,763.255,694.609,501.926,734.88,812.582,1115.873,1034.04,918.733,1591.26,428.801,705.734,1421.582,573.481,707.168,895.843,465.356,967.931,360.798,889.143,635.577,295.094,506.174,1003.635,1128.926,711.105,836.904,1253.387,943.709,1008.427,845.934,733.501,859.818,1010.183,730.611,430.155,600.325,36.633,581.561,1107.461,367.906,433.083,1103.14,810.267,1009.133,642.496,718.835,1187.162,1384.178,1037.899,926.432,1621.244,1180.42,1899.22,943.5820072
2017-02-21,1175.7,947.604,1144.273,1537.633,746.388,762.41,695.674,507.382,733.955,812.036,1117.648,1034.698,920.652,1601.367,426.472,704.438,1424.06,572.04,704.517,898.242,468.282,979.777,358.324,886.911,641.456,293.519,503.651,1005.757,1127.212,708.876,834.514,1254.335,944.515,1006.714,844.332,734.778,862.044,1000.262,736.388,426.545,613.8,37.014,584.814,1113.066,367.034,441.498,1106.635,808.707,1000.452,642.958,720.911,1185.215,1382.411,1048.315,924.948,1620.134,1182.061,1881.361,945.6404025
2017-02-22,1174.789,952.698,1144.149,1534.361,746.507,762.026,693.392,504.168,733.902,812.398,1125.961,1041.662,910.614,1598.833,422.673,703.209,1422.978,571.436,705.871,900.59,467.301,974.338,355.483,890.393,634.326,292.715,499.636,1001.466,1127.052,710.124,838.394,1262.61,947.688,998.648,855.344,735.123,865.506,998.607,750.63,428.778,598.151,36.495,580.038,1113.236,365.904,441.906,1108.927,810.876,998.07,646.402,731.693,1202.507,1389.066,1053.667,927.757,1627.628,1183.294,1895.341,950.953356
2017-02-23,1176.212,954.166,1145.575,1533.833,748.789,764.13,702.728,506.898,736.207,815.636,1127.023,1042.932,914.52,1597.826,426.346,703.686,1426.84,572.948,708.579,900.677,463.993,974.412,355.884,891.49,636.19,292.52,503.138,1005.361,1131.963,712.796,839.804,1265.348,953.801,1014.524,867.801,727.131,863.45,1015.261,758.194,429.911,588.15,36.795,570.301,1117.531,370.404,445.127,1106.19,808.668,1023.806,656.853,732.782,1197.587,1391.748,1058.512,927.047,1633.68,1184.188,1887.768,952.1171491
2017-02-24,1173.182,946.282,1141.914,1534.395,741.336,756.065,691.031,496.596,728.607,808.655,1121.976,1036.252,899.438,1600.077,417.683,697.799,1411.835,568.278,700.381,888.079,459.035,970.094,350.981,885.646,628.581,290.894,499.535,991.048,1124.691,706.73,828.412,1262.692,952.327,1004.57,862.014,710.208,852.312,1004.597,751.56,425.241,588.895,36.286,555.499,1117.531,370.708,434.896,1106.236,808.615,1005.891,644.132,732.782,1185.798,1397.984,1054.182,924.731,1618.424,1183.543,1887.741,943.515432
2017-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.708,,1108.899,,,,731.919,,,,,,,,
2017-02-27,1174.358,943.373,1142.555,1537.021,743.483,759.297,689.299,494.026,730.51,808.087,1119.259,1033.918,894.819,1603.482,417.453,700.939,1417.195,571.644,703.529,893.125,464.686,972.955,358.242,889.074,628.917,292.211,502.237,985.787,1126.28,706.445,826.828,1268.864,944.538,1009.985,862.63,707.548,853.14,1001.394,756.053,427.801,579.147,36.436,558.056,1116.113,369.271,436.56,1105.951,801.524,1006.656,640.131,727.576,1180.93,1389.841,1046.552,922.788,1608.453,1183.543,1884.827,940.3171073
2017-02-28,1171.768,939.914,1139.854,1529.75,745.885,762.767,676.602,486.405,732.393,808.627,1118.276,1032.864,881.167,1596.914,418.425,703.604,1420.544,572.643,706.446,895.076,464.769,969.061,359.391,891.704,630.764,294.568,507.643,992.253,1134.096,706.45,824.984,1260.306,947.08,1025.358,861.921,707.548,850.701,984.813,741.048,425.671,573.124,36.63,542.822,1117.869,367.421,433.264,1083.823,800.403,984.876,632.147,715.922,1175.425,1391.338,1053.434,923.84,1605.787,1183.543,1886.584,936.3714279
2017-03-01,1183.046,941.852,1149.893,1549.984,751.841,769.813,684.622,494.48,738.457,811.453,1118.764,1031.934,885.977,1618.796,423.803,708.229,1421.421,575.222,715.073,905.014,473.772,976.656,365.188,901.384,633.953,295.324,514.555,1001.441,1136.704,709.953,820.607,1273.57,941.39,1006.772,858.821,709.001,858.092,983.319,751.859,429.55,564.505,37.099,563.495,1122.066,364.892,444.101,1089.8,800.226,994.545,638.652,717.937,1178.059,1378.588,1053.434,923.186,1593.463,1172.333,1895.665,938.468395
2017-03-02,1177.645,939.497,1144.899,1539.738,749.711,767.617,683.914,491.589,736.288,810.301,1117.837,1032.112,880.494,1608.053,424.516,697.791,1418.253,575.457,713.31,902.264,471.315,972.373,365.452,897.345,631.69,294.727,511.367,992.022,1138.623,707.975,824.05,1272.94,943.445,1003.005,859.931,696.139,855.605,971.989,750.374,430.529,577.927,36.964,558.149,1116.254,368.907,442.874,1087.243,804.488,997.374,635.735,719.148,1174.385,1389.002,1053.142,932.044,1608.011,1172.925,1897.363,936.3732604
2017-03-03,1177.588,934.033,1144.133,1540.598,751.303,771.03,683.509,491.997,737.819,809.619,1107.622,1022.35,882.187,1608.818,424.305,704.654,1413.477,577.587,719.515,902.531,473.057,970.267,370.467,904.625,624.616,291.507,517.805,994.373,1139.662,705.484,815.306,1263.924,938.696,991.626,854.843,701.427,854.37,966.387,763.643,430.379,582.221,36.733,560.686,1115.768,368.847,440.342,1087.154,804.488,995.076,630.979,719.122,1168.753,1383.33,1027.708,926.504,1607.633,1158.252,1887.423,931.0679301
2017-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.604,,1087.154,,,,712.986,,,,,,,,
2017-03-06,1175.238,937.443,1142.541,1535.417,750.035,770.286,685.763,492.737,736.654,810.118,1110.842,1025.949,884.428,1602.83,424.358,703.199,1409.462,577.213,719.149,901.312,473.035,959.283,368.299,903.669,622.311,292.914,519.893,993.784,1138.416,703.046,820.162,1263.456,942.762,993.204,857.279,703.254,859.078,975.993,774.029,432.053,572.656,36.384,559.661,1124.357,371.766,437.119,1080.047,801.703,1001.995,642.671,720.273,1171.351,1395.613,1028.919,936.859,1620.885,1163.068,1873.512,934.4232918
2017-03-07,1171.64,939.934,1139.745,1530.289,747.075,767.945,681.306,488.053,733.606,808.062,1117.25,1031.417,882.484,1597.365,424.224,701.896,1397.895,575.476,715.523,900.177,468.843,959.772,367.831,901.938,625.373,292.062,518.935,994.404,1132.527,698.702,823.493,1265.109,940.852,988.343,859.387,696.865,861.158,971.151,766.703,427.78,550.014,36.34,544.39,1123.12,367.4,433.988,1058.048,803.218,1001.398,645.674,712.596,1177.464,1394.212,1044.964,939.872,1620.266,1173.942,1866.267,936.5012561
2017-03-08,1167.571,938.088,1135.973,1525.188,745.876,766.981,675.915,485.022,732.314,804.482,1119.483,1031.435,872.389,1592.834,425.867,699.806,1393.644,573.512,715.12,898.004,470.735,960.601,367.291,901.238,621.439,291.001,520.224,991.511,1131.665,696.982,817.53,1270.168,932.26,979.955,858.709,679.348,855.469,961.805,765.807,424.066,547.989,36.621,541.609,1118.593,365.886,434.198,1050.076,800.415,990.362,627.567,715.171,1183.701,1388.408,1045.888,936.637,1620.547,1177.798,1862.608,934.9016831
2017-03-09,1167.791,926.378,1134.63,1524.911,747.777,771.068,661.063,472.103,733.454,804.767,1108.259,1021.204,868.488,1592.96,425.746,705.799,1395.315,575.221,719.722,900.682,471.45,961.334,370.419,915.936,613.278,291.275,529.159,993.713,1132.941,693.981,809.81,1261.354,933.807,968.77,847.725,669.636,851.683,961.779,752.382,424.047,556.114,36.603,548.778,1117.75,367.65,429.457,1060.976,793.724,967.267,617.926,706.102,1169.88,1388.627,1031.631,930.045,1620.072,1160.597,1850.895,922.9379342
2017-03-10,1174.189,929.325,1140.567,1530.206,753.881,778.305,669.623,477.203,739.505,811.689,1109.827,1024.804,872.454,1598.386,432.019,714.011,1418.859,579.711,726.761,906.813,477.011,969.125,375.059,929.553,619.801,292.76,533.573,1000.426,1142.102,697.533,819.046,1267.743,943.906,979.171,856.984,675.998,855.498,970.973,756.707,424.182,559.283,36.837,545.427,1121.009,367.53,433.741,1060.99,793.703,984.964,627.051,706.111,1171.537,1383.682,1035.986,931.126,1597.117,1155.123,1837.994,926.1434659
2017-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.247,,1063.151,,,,702.266,,,,,,,,
2017-03-13,1177.063,941.132,1144.608,1531.918,757.69,780.999,676.791,481.626,743.345,815.533,1122.534,1034.481,876.282,1599.857,433.909,716.765,1425.894,581.117,728.466,909.947,476.995,993.545,376.449,929.101,626.273,292.965,533.307,1009.462,1147.74,703.832,820.693,1266.482,948.659,982.04,861.051,685.649,863.439,977.165,758.41,426.198,559.027,37.185,545.798,1121.009,359.297,441.349,1048.848,779.547,1002.043,625.515,699.436,1191.678,1388.776,1059.351,934.562,1612.743,1168.974,1841.317,938.5026587
2017-03-14,1172.414,942.6,1140.767,1525.851,753.407,777.039,673.57,479.1,739.153,811.724,1127.256,1037.816,865.701,1594.311,429.231,714.423,1425.117,579.598,723.798,907.9,471.697,992.328,372.491,925.929,617.362,290.345,526.912,1004.289,1144.329,698.835,820.434,1266.968,947.219,978.887,859.206,675.45,856.967,958.742,756.112,426.765,543.003,36.196,544.536,1151.118,357.615,441.489,1044.623,778.324,998.065,621.929,697.322,1191.875,1393.274,1063.624,934.207,1615.416,1172.567,1849.646,939.9665246
