Date,.dMIWO000I0PUS,.dMIEF000I0PUS,.dMIWD000I0PUS,.dMINA000I0PUS,.dMIEU000I0PUS,.dMIUG000I0PUS,.dMIEE000I0PUS,.dMIMU000I0PUS,.dMIER000I0PUS,.dMIWOU00I0PUS,.dMIAX000I0PUS,.dMISX000I0PUS,.dMICA000I0PUS,.dMIUS000I0PUS,.dMIAT000I0PUS,.dMIBE000I0PUS,.dMIDK000I0PUS,.dMIFI000I0PUS,.dMIFR000I0PUS,.dMIDE000I0PUS,.dMIIE000I0PUS,.dMIIL000I0PUS,.dMIIT000I0PUS,.dMINL000I0PUS,.dMINO000I0PUS,.dMIPT000I0PUS,.dMIES000I0PUS,.dMISE000I0PUS,.dMICH000I0PUS,.dMIGB000I0PUS,.dMIAU000I0PUS,.dMIHK000I0PUS,.dMIJP000I0PUS,.dMINZ000I0PUS,.dMISG000I0PUS,.dMIBR000I0PUS,.dMICL000I0PUS,.dMICO000I0PUS,.dMIMX000I0PUS,.dMICZ000I0PUS,.dMIEG000I0PUS,.dMIGR000I0PUS,.dMIHU000I0PUS,.dMIIN000I0PUS,.dMIKW000I0PUS,.dMIPL000I0PUS,.dMIQA000I0PUS,.dMISAPz0I0PUS,.dMIZA000I0PUS,.dMITR000I0PUS,.dMIAE000I0PUS,.dMICN000I0PUS,.dMIID000I0PUS,.dMIKR000I0PUS,.dMIMY000I0PUS,.dMIPH000I0PUS,.dMITW000I0PUS,.dMITH000I0PUS,.dMIEF00000PUS
2015-10-01,1007.179,805.267,979.108,1248.753,730.164,730.523,618.129,419.723,714.005,751.932,973.309,885.296,752.241,1300.145,358.301,668.003,1514.385,530.418,667.521,791.125,454.13,1037.108,426.11,800.404,558.209,320.107,522.56,919.631,1119.479,727.002,671.881,1120.214,833.286,739.336,770.975,399.315,699.403,864.891,808.988,491.504,,48.424,370.474,1032.392,,422.249,,781.065,910.475,651.563,,1042.102,991.58,915.52,882.75,1634.713,945.085,1536.015,797.6123592
2015-10-02,1019.347,811.506,990.522,1266.966,738.172,738.256,619.727,415.982,721.416,758.022,981.799,888.787,758.754,1319.556,361.778,677.809,1517.422,538.606,676.376,799.53,454.566,1038.932,433.505,811.598,559.879,329.458,528.076,927.734,1127.116,735.575,662.218,1148.847,837.487,742.399,765.994,412.678,702.639,881.177,810.424,494.36,,48.789,369.741,1032.392,,421.533,,781.065,923.081,656.972,,1076.147,979.969,907.407,877.795,1627.328,942.518,1534.263,804.1010813
2015-10-05,1038.691,828.246,1009.478,1290.915,755.971,755.842,641.785,432.628,739.143,772.827,997.23,904.715,777.289,1344.077,368.438,692.106,1538.747,552.06,695.01,816.257,463.396,1053.391,442.605,831.374,575.271,339.675,545.571,956.19,1149.455,753.775,679.835,1162.886,840.943,754.958,786.076,424.88,724.488,915.726,832.76,495.631,,51.273,372.155,1056.73,,430.178,,793.281,959.521,681.518,,1092.341,1035.288,916.805,893.379,1660.784,950.288,1568.899,821.261623
2015-10-06,1040.709,835.12,1012.065,1286.97,764.108,765.584,647.537,439.497,747.21,780.671,1003.924,911.692,786.13,1338.84,374.877,695.466,1551.144,561.639,704.906,826.944,468.307,1064.818,448.785,840.105,595.142,344.552,555.412,965.619,1161.812,758.431,687.617,1162.281,848.259,763.601,797.599,433.442,735.685,950.705,834.236,492.379,,52.087,373.257,1060.295,,434.735,,794.829,962.981,686.786,,1092.191,1090.838,929.19,901.676,1684.909,956.524,1580.435,828.6795107
2015-10-07,1048.902,855.647,1021.692,1299.288,763.932,762.593,662.18,450.437,747.593,785.724,1028.835,933.017,802.809,1350.732,378.114,693.687,1541.682,559.968,703.347,829.22,462.478,1067.082,444.288,834.042,613.064,347.291,559.13,961.74,1143.366,764.312,700.18,1185.968,859.435,774.069,822.552,449.9,741.733,973.05,845.084,490.279,,52.907,378.514,1068.228,,437.026,,809.591,985.897,712.736,,1132.261,1142.199,944.205,951.573,1709.11,971.892,1631.807,850.7832694
2015-10-08,1055.218,853.113,1026.93,1310.433,768.063,767.287,662.677,453.336,751.658,787.466,1024.955,930.356,807.231,1362.567,378.748,691.909,1537.485,561.814,707.693,834.59,463.258,1070.892,448.603,838.798,609.166,348.074,561.767,971.461,1153.724,767.216,700.811,1184.143,853.862,768.062,818.459,446.092,740.617,979.11,849.618,486.475,,52.935,384.944,1060.573,,442.29,,822.46,982.327,714.618,,1119.128,1139.827,953.032,946.177,1708.665,967.218,1625.595,848.3677747
2015-10-09,1061.583,863.719,1033.774,1312.087,775.991,776.306,675.106,465.014,759.769,797.963,1034.386,943.446,814.374,1363.67,383.267,699.239,1551.157,567.157,715.843,847.716,462.326,1079.41,453.179,844.158,618.063,352.273,573.012,988.759,1161.186,772.772,723.79,1187.164,869.78,780.498,842.94,461.167,752.242,993.305,862.941,494.417,,53.382,395.868,1072.566,,450.138,,822.46,999.447,720.14,,1127.363,1211.893,953.032,978.276,1726.943,967.218,1675.223,859.3237979
2015-10-12,1061.805,870.216,1034.742,1312.546,774.975,776.614,673.406,463.528,758.73,797.797,1046.526,951.473,812.458,1364.369,383.364,697.669,1555.78,568.37,715.324,850.185,462.433,1069.249,450.59,843.132,612.274,341.69,569.987,991.441,1166.042,768.91,720.993,1195.922,872.681,791.201,849.873,456.422,750.946,984.961,859.553,507.042,,53.725,400.691,1066.03,,449.859,,836.714,994.635,717.998,,1145.073,1223.988,966.757,978.966,1733.66,990.286,1684.507,865.2252229
2015-10-13,1053.011,859.764,1025.786,1302.445,767.796,770.639,664.81,457.514,751.615,790.342,1037.839,942.134,803.72,1354.119,376.879,701.635,1541.029,562.629,708.922,841.554,462.178,1061.238,449.856,841.624,602.78,336.912,562.03,981.642,1160.012,759.166,709.541,1193.847,865.85,789.031,835.029,431.363,742.017,969.657,853.907,497.452,,53.815,397.329,1057.984,,446.253,,835.859,979.066,703.572,,1138.026,1153.886,960.108,969.887,1690.657,985.984,1666.243,854.2873206
2015-10-14,1047.836,855.308,1020.717,1296.199,766.543,767.677,666.469,459.152,750.508,786.732,1033.717,938.112,804.848,1347.124,381.816,703.743,1511.641,563.746,707.97,836.685,462.351,1050.315,448.64,837.061,603.238,338.357,560.207,969.677,1158.163,761.593,705.18,1192.504,852.082,800.836,844.896,423.011,737.357,947.974,845.019,491.973,,53.512,400.268,1057.945,,447.888,,836.803,982.61,718.208,,1127.031,1153.886,958.08,969.887,1674.279,978.326,1658.357,849.39715
2015-10-15,1062.429,870.729,1035.35,1315.208,774.01,774.228,676.813,464.51,757.864,796.219,1054.015,955.569,808.468,1367.704,385.306,706.232,1516.925,568.591,714.728,844.884,468.99,1076.996,454.033,853.266,609.77,341.972,561.181,964.386,1170.637,771.005,715.337,1215.542,868.527,820.549,855.662,426.705,746.491,947.483,853.673,486.223,,55.244,402.351,1067.038,,449.403,,829.362,1006.117,726.676,,1149.999,1177.741,983.808,984.666,1704.815,997.489,1702.097,864.7334605
2015-10-16,1066.507,871.359,1039.001,1319.846,777.495,778.028,674.589,460.98,760.993,799.247,1056.099,957.106,806.734,1372.99,387.379,709.126,1545.724,565.325,717.957,846.309,471.049,1073.96,455.646,858.516,608.803,343.837,567.914,965.734,1177.641,773.8,715.481,1226.534,872.616,821.298,858.698,428.937,745.535,958.467,861.458,485.716,,54.433,398.867,1070.43,,445.766,,829.396,1005.927,715.856,,1156.509,1176.084,983.058,972.565,1701.401,995.583,1689.729,865.2775907
2015-10-19,1064.567,873.231,1037.523,1319.398,775.441,775.364,672.127,459.633,758.976,795.438,1059.33,959.352,797.682,1373.408,384.631,710.056,1558.254,567.995,714.476,846.462,468.613,1084.575,455.284,859.76,605.482,341.419,563.293,956.796,1169.128,773.065,715.205,1219.95,864.127,822.265,854.318,425.009,743.039,945.364,860.301,483.69,,54.233,393.964,1080.469,,441.248,,840.985,1000.554,727.309,,1160.848,1196.378,990.98,967.952,1702.61,997.214,1687.535,867.2450561
2015-10-20,1063.302,871.029,1036.151,1318.219,774.559,774.622,671.802,462.707,758.294,794.779,1055.753,955.532,804.496,1371.422,385.97,711.153,1549.962,569.577,712.126,847.385,470.983,1078.179,453.578,859.175,605.053,343.79,560.042,965.493,1166.917,771.886,710.473,1214.62,863.173,824.811,849.784,424.687,738.653,940.251,857.991,484.78,,55.084,390.009,1076.495,,442.894,,833.468,994.328,735.048,,1158.293,1189.917,987.304,949.228,1696.791,998.228,1681.385,864.4746522
2015-10-21,1059.852,865.499,1032.468,1307.551,775.547,775.891,660.388,455.479,758.871,796.641,1053.654,953.24,786.579,1361.473,390.648,707.51,1539.952,570.706,716.217,856.038,477.823,1055.159,451.842,863.185,601.603,339.394,563.907,959.198,1159.208,772.267,707.51,1214.597,878.414,826.333,849.908,415.914,734.987,925.318,849.59,481.296,,55.822,387.335,1072.494,,437.262,,807.763,974.083,728.182,,1157.316,1190.481,987.193,947.656,1698.551,990.75,1669.485,859.1026208
2015-10-22,1069.185,864.278,1040.509,1326.603,777.174,778.089,663.982,456.996,760.491,797.121,1049.336,950.969,795.631,1381.554,391.833,706.488,1522.892,571.747,718.83,860.943,474.138,1056.541,452.328,863.767,595.649,335.277,565.605,965.439,1164.565,772.66,710.256,1218.429,870.524,833.893,852.974,423.783,742.901,941.16,858.605,472.033,,55.869,388.241,1072.494,,430.846,,798.964,985.569,738.582,,1149.841,1190.65,973.348,946.402,1698.18,989.68,1665.537,858.1699183
2015-10-23,1079.725,874.291,1050.944,1339.878,783.077,784.416,666.958,458.575,766.173,804.335,1063.364,964.414,797.707,1395.972,388.434,712.009,1535.725,568.629,727.568,874.349,477.112,1051.25,449.863,869.611,594.976,334.366,564.857,971.042,1174.816,777.633,722.738,1235.271,881.783,836.41,861.726,427.801,753.081,950.501,866.975,473.571,,55.575,383.038,1077.956,,428.035,,798.932,992.061,731.466,,1163.741,1216.402,994.542,964.327,1733.581,1000.162,1665.537,868.5558715
2015-10-26,1078.485,873.729,1049.789,1336.393,781.371,783.21,663.213,453.577,764.304,804.525,1064.002,965.759,789.199,1392.988,388.997,712.291,1543.255,568.54,724.826,875.947,472.957,1085.703,449.19,868.605,596.462,333.933,565.246,970.614,1168.246,774.858,725.859,1230.815,889.687,840.928,867.341,424.295,756.158,948.156,869.51,471.57,,56.027,389.128,1073.369,,428.088,,793.574,989.554,726.363,,1164.42,1228.43,991.067,961.669,1749.989,1007.202,1678.399,867.6543857
2015-10-27,1072.314,868.888,1043.802,1330.884,773.128,775.193,655.402,446.643,756.134,797.46,1060.545,962.49,777.816,1388.065,380.842,710.797,1539.243,560.244,717.735,866.821,465.645,1089.415,444.353,861.995,580.179,325.582,556.854,963.214,1156.168,766.156,722.718,1232.173,885.484,846.92,856.937,420.977,747.138,931.164,858.819,474.406,,57.075,390.376,1068.971,,426.656,,771.147,979.218,716.704,,1161.607,1225.487,991.822,947.018,1739.64,1000.573,1675.391,862.7065298
2015-10-28,1084.35,866.748,1054.104,1349.628,782.191,784.565,659.915,450.213,764.915,803.546,1055.006,955.413,792.945,1407.193,385.053,723.117,1560.241,567.041,725.01,879.605,473.916,1103.833,451.097,870.77,587.074,330.485,563.233,976.453,1167.012,774.525,711.608,1228.692,886.003,836.315,854.887,422.637,748.705,931.71,864.794,474.582,,57.155,387.996,1065.284,,425.632,,774.626,988.978,718.834,,1149.085,1216.833,992.833,940.315,1726.914,995.713,1655.31,860.2958908
2015-10-29,1079.262,853.144,1048.025,1347.009,774.551,775.968,642.502,441.066,757.206,796.29,1042.869,942.465,787.013,1404.906,380.007,717.414,1503.21,571.194,717.699,870.434,468.224,1100.382,443.36,862.824,571.005,331.332,555.928,960.257,1162.093,768.969,696.045,1224.629,882.011,831.864,838.634,408.782,737.138,921.721,854.202,470.97,,55.2,384.149,1054.548,,413.836,,778.165,951.376,706.845,,1140.663,1155.899,981.553,925.523,1697.624,982.008,1624.203,846.1351833
2015-10-30,1079.171,854.478,1048.104,1340.861,780.234,782.447,646.906,444.255,762.76,800.784,1040.999,941.676,777.008,1399.14,382.985,728.084,1508.1,578.736,724.591,880.183,474.061,1103.417,446.945,869.317,577.663,334.211,557.892,971.116,1167.085,772.921,697.788,1213.235,891.586,839.88,839.309,415.79,733.947,928.095,857.709,474.894,,53.729,377.87,1046.203,,419.287,,778.155,959.325,722.295,,1137.136,1142.547,988.22,926.091,1686.661,981.823,1629.755,847.8392474
2015-11-02,1085.739,856.387,1054.091,1357.691,782.286,785.653,655.681,456.713,765.329,798.003,1038.864,937.804,782.461,1417.136,384.572,729.588,1518.756,582.591,726.654,887.162,477.009,1094.001,447.542,872.406,578.085,336.955,560.717,972.173,1170.446,772.486,689.186,1197.684,873.943,839.076,831.63,414.399,734.804,926.333,860.055,474.616,,56.014,375.74,1040.709,,421.253,,768.446,964.791,784.438,,1125.456,1148.778,995.241,924.763,1704.828,990.029,1657.275,850.2286625
2015-11-03,1087.087,866.53,1056.479,1361.505,779.863,781.511,658.892,462.475,763.317,797.35,1048.384,947.826,786.488,1420.932,382.84,722.207,1521.82,583.327,723.632,879.819,469.83,1111.935,443.515,866.744,581.63,338.943,559.394,970.814,1162.881,773.766,701.19,1210.513,870.336,834.041,841.103,440.816,745.629,957.671,878.329,469.619,,54.946,372.433,1043.072,,416.529,,756.285,962.99,774.057,,1133.526,1184.259,1004.58,935.482,1707.962,1002.958,1656.994,860.7692275
2015-11-04,1084.754,873.669,1055.282,1357.145,777.298,776.769,658.188,461.886,760.853,796.688,1062.698,957.859,781.985,1416.583,377.187,719.047,1520.793,584.195,719.825,864.216,466.277,1103.655,437.086,864.045,585.492,337.913,555.771,975.946,1162.277,775.889,700.561,1232.578,874.654,830.698,849.498,436.357,741.584,955.876,872.16,471.519,,53.458,375.825,1042.77,,415.193,,763.454,964.708,774.999,,1159.55,1209.133,1006.598,943.999,1707.454,1023.617,1675.033,868.1582389
2015-11-05,1083.12,869.791,1053.388,1355.054,774.116,777.727,653.977,456.291,757.554,794.974,1057.315,951.927,773.995,1415.085,375.822,719.912,1538.057,583.807,724.129,867.311,464.678,1091.802,435.293,862.512,584.169,333.338,553.205,971.695,1162.04,763.818,692.755,1225.642,882.955,834.809,843.083,441.137,736.746,949.139,864.113,466.251,,51.233,378.414,1024.746,,410.362,,755.157,961.875,765.425,,1161.224,1196.883,1000.029,939.51,1682.779,1020.882,1657.25,864.1376493
2015-11-06,1079.486,858.928,1048.908,1354.447,767.806,773.224,636.179,443.641,750.933,788.347,1049.73,944.414,765.836,1415.242,382.792,723.015,1532.436,580.841,716.93,864.677,466.827,1081.587,436.485,860.971,574.498,328.298,549.188,964.184,1151.683,753.645,685.57,1221.278,876.162,819.934,831.84,426.149,729.702,935.077,850.782,459.583,,49.55,375.282,1021.871,,399.469,,755.147,929.27,740.028,,1157.87,1191.939,993.054,934.905,1681.356,998.795,1658.659,852.4704419
2015-11-09,1071.473,849.209,1040.725,1341.519,760.235,764.341,633.254,444.692,743.799,785.306,1037.513,932.537,763.254,1401.255,380.96,718.544,1520.31,573.976,706.563,851.997,462.119,1076.94,429.126,852.597,576.987,315.313,542.304,961.483,1140.881,748.918,674.022,1215.193,890.097,819.42,825.714,424.07,722.907,922.68,835.517,460.607,,50.077,380.877,1008.938,,398.831,,755.946,924.885,743.223,,1148.439,1158.995,973.494,922.6,1659.075,989.744,1625.469,843.570507
2015-11-10,1070.822,839.148,1038.959,1343.309,757.085,760.85,626.622,442.536,740.702,782.267,1023.469,921.033,759.791,1403.578,379.245,715.518,1509.519,567.878,703.359,848.957,460.423,1076.676,433.187,848.946,572.906,312.879,539.586,950.073,1134.336,746.512,668.895,1195.507,889.415,811.968,826.829,423.41,720.407,915.556,838.818,461.223,,48.609,378.939,989.942,,399.487,,754.883,913.771,736.857,,1130.712,1146.041,959.38,922.6,1635.785,975.751,1618.854,833.3900169
2015-11-11,1071.395,839.232,1039.471,1337.854,764.334,768.209,627.699,442.712,747.591,787.752,1020.962,920.808,754.961,1398.054,379.326,728.965,1533.649,577.943,711.469,856.868,464.036,1080.444,433.804,861.697,574.898,310.768,543.599,959.978,1142.354,753.499,674.532,1195.825,895.053,816.456,821.736,435.1,720.464,906.413,841.609,455.37,,48.145,383.763,997.049,,403.265,,774.967,917.201,747.792,,1126.75,1148.454,962.784,913.816,1636.698,961.878,1612.969,833.3833525
2015-11-12,1058.104,839.632,1027.862,1317.765,753.776,759.179,620.379,438.992,737.384,780.644,1027.643,927.06,740.156,1377.412,369.56,720.427,1528.674,573.255,700.523,849.1,459.911,1073.355,425.255,850.282,559.088,307.81,532.478,953.557,1134.582,739.691,680.103,1222.002,894.089,812.389,816.072,429.954,716.485,870.082,836.085,452.223,,46.984,383.95,997.049,,400.825,,773.652,902.175,757.766,,1147.44,1152.446,957.952,912.302,1623.123,963.749,1610.975,833.7364749
2015-11-13,1047.742,827.637,1017.347,1304.213,746.085,751.259,607.796,432.127,729.742,773.784,1013.671,914.548,735.475,1362.95,369.599,718.268,1508.583,564.94,692.329,841.329,458.369,1072.416,424.118,836.074,552.647,306.877,530.001,937.311,1121.566,732.519,670.969,1202.001,890.715,808.005,804.469,423.977,710.932,826.592,827.671,450.067,,46.581,379.94,990.824,,392.487,,773.652,875.025,755.104,,1125.655,1150.107,944.566,907.844,1619.628,951.287,1606.575,821.1187691
2015-11-16,1055.744,819.952,1023.452,1322.737,747.461,751.48,609.925,432.317,731.057,772.623,1000.329,902.311,747.815,1382.117,369.33,726.015,1507.904,568.711,690.803,841.887,460.982,1069.491,422.744,835.906,558.11,308.956,529.927,943.057,1119.807,736.374,661.329,1182.176,880.834,799.424,802.442,425.038,698.318,828.009,824.158,446.074,,46.037,379.208,993.837,,389.728,,761.289,886.549,743.953,,1106.231,1134.418,921.635,903.716,1587.375,943.817,1610.999,813.3773375
2015-11-17,1060.844,830.592,1029.19,1320.864,760.909,764.2,624.012,444.631,744.436,783.429,1010.701,914.649,748.024,1380.032,373.226,738.042,1532.002,575.61,704.504,856.054,463.8,1076.732,429.167,851.635,567.867,314.575,538.96,956.053,1138.279,751.341,679.563,1194.36,886.552,796.39,803.003,432.138,696.936,796.706,835.346,443.609,,46.525,387.667,998.94,,393.73,,760.217,907.648,747.461,,1116.941,1152.443,935.068,906.857,1597.369,959.437,1611.867,824.0877259
2015-11-18,1070.604,829.019,1037.563,1341.642,759.917,762.311,625.484,449.48,743.736,782.881,1005.702,910.551,753.764,1402.35,375.662,735.494,1527.741,576.696,700.836,855.032,461.147,1084.575,425.121,848.48,571.79,318.061,535.581,958.054,1138.329,752.281,677.699,1188.719,885.932,794.646,795.112,436.202,697.172,797.883,843.41,446.715,,47.396,396.677,983.725,,396.305,,765.684,902.582,743.248,,1116.443,1150.878,934.208,903.107,1597.369,950.027,1593.115,822.8374454
2015-11-19,1076.094,843.373,1044.085,1340.494,769.526,771.925,635.381,451.251,752.945,794.41,1022.21,929.767,762.314,1400.22,382.334,739.567,1547.792,581.455,708.811,871.401,477.185,1102.16,430.767,859.592,579.283,319.642,545.09,966.738,1146.009,761.848,704.342,1203.054,899.362,814.047,809.536,448.738,707.593,800.286,857.65,449.462,,47.429,395.72,999.214,,397.54,,777.227,927.812,749.104,,1131.599,1159.648,956.141,913.522,1597.369,971.313,1606.219,837.1353874
2015-11-20,1077.742,849.783,1046.293,1344.891,766.416,768.728,640.477,453.535,750.107,792.942,1029.795,936.675,756.117,1405.693,379.145,739.341,1541.57,582.039,703.982,868.532,477.195,1103.011,427.264,855.085,575.927,315.331,538.565,970.361,1144.266,758.935,709.788,1214.718,901.168,814.601,809.515,449.927,718.265,823.075,865.312,452.327,,45.703,393.65,1003.907,,397.848,,777.216,939.788,754.113,,1142.815,1182.854,961.704,928.572,1622.517,972.433,1626.401,843.4782971
2015-11-23,1074.764,847.561,1043.417,1343.884,759.977,763.069,637.078,451.867,743.912,788.148,1027.252,934.439,751.602,1405.039,379.648,737.212,1532.625,582.228,697.913,862.292,477.965,1109.614,427.963,848.734,572.322,312.91,535.153,963.212,1130.498,750.839,708.169,1210.154,899.922,816.958,801.242,450.346,705.278,813.627,861.184,450.69,,43.944,397.896,999.038,,388.312,,789.433,934.967,740.81,,1138.905,1169.233,962.559,928.756,1634.794,973.243,1620.214,841.1119938
2015-11-24,1074.031,845.93,1042.58,1346.877,752.138,754.911,627.604,437.905,735.775,784.458,1027.616,933.803,755.023,1407.992,375.003,738.406,1518.884,572.378,689.057,851.936,473.809,1105.249,422.295,840.217,572.916,310.398,533.154,947.054,1119.338,743.712,704.684,1204.386,905.215,822.327,809.757,451.756,703.415,804.524,861.996,445.608,,44.698,396.724,1000.753,,380.714,,794.041,934.136,702.283,,1135.66,1175.013,972.419,942.615,1638.334,963.578,1610.239,839.3037013
2015-11-25,1075.899,843.167,1043.89,1348.063,759.459,762.234,623.828,439.377,742.798,786.823,1028.22,933.134,755.997,1409.2,372.014,745.121,1534.366,576.732,696.342,866.194,477.686,1107.886,428.337,850.962,571.392,310.677,531.421,954.067,1127.406,751.007,700.699,1200.111,896.185,820.166,805.127,432.771,697.59,788.118,848.672,445.346,,43.72,398.224,1000.753,,378.702,,795.459,919.258,703.955,,1132.237,1187.994,977.538,953.534,1658.083,964.728,1612.885,836.1498296
2015-11-26,1079.6,844.861,1047.337,1348.273,767.652,770.072,620.774,435.984,750.406,793.435,1030.08,934.963,758.288,1409.2,376.614,754.873,1544.771,580.932,704.953,878.593,485.872,1114.562,432.942,858.85,576.565,313.857,537.843,965.239,1131.055,759.933,702.335,1198.346,902.904,826.103,803.38,437.82,698.887,788.124,853.724,450.279,,43.608,402.79,1002.201,,382.668,,797.427,916.01,679.993,,1128.213,1192.449,985.039,951.764,1652.975,976.869,1590.227,838.0895744
2015-11-27,1077.74,833.699,1044.378,1348.773,764.657,768.014,612.242,431.326,747.331,789.052,1016.498,923.961,750.739,1410.515,376.525,752.517,1544.432,579.073,702.152,874.837,484.032,1113.084,432.262,858.835,571.608,313.403,535.373,967.24,1129.085,754.936,697.751,1177.685,897.178,821.376,794.097,426.238,689.971,775.737,851.614,447.548,,44.081,400.108,1004.728,,377.705,,797.533,897.631,684.836,,1103.641,1173.733,978.638,942.569,1620.715,962.153,1583.357,826.3610538
2015-11-30,1074.341,822.246,1040.035,1343.662,766.043,770.427,604.733,426.7,748.416,788.217,1007.648,917.765,759.311,1404.016,378.163,748.572,1560.791,581.017,704.021,878.97,484.669,1094.058,433.587,851.481,575.215,310.989,537.535,978.565,1131.461,754.112,697.996,1173.001,885.738,828.577,796.476,401.913,678.53,777.71,832.531,446.644,,42.706,402.162,1003.478,,375.203,,796.598,889.147,683.863,,1101.506,1125.306,955.284,936.864,1620.715,951.776,1579.049,814.2969687
2015-12-01,1084.009,832.913,1049.797,1356.822,767.261,770.027,604.677,427.618,749.618,794.34,1022.557,933.779,765.79,1417.864,381.675,747.264,1575.056,584.636,702.392,874.317,487.423,1124.319,433.346,851.092,580.617,310.792,539.727,979.476,1131.377,758.81,717.323,1191.161,900.841,845.311,801.478,409.573,681.473,778.594,847.152,450.007,,43.445,404.125,1009.553,,374.589,,800.449,882.326,702.625,,1116.559,1173.608,972.855,949.331,1650.896,969.437,1579.81,825.4784126
2015-12-02,1075.304,829.699,1041.794,1341.834,764.843,767.832,601.133,423.245,747.105,791.372,1021.744,933.155,757.233,1402.211,378.24,746.35,1579.003,586.342,698.998,867.116,486.886,1116.792,431.338,848.018,581.338,311.263,535.499,983.226,1134.279,755.919,717.383,1199.314,896.196,839.193,802.67,406.427,676.431,752.125,832.492,440.181,,42.369,401.928,1007.246,,366.734,,802.972,877.634,698.296,,1123.383,1171.672,959.566,946.848,1649.639,968.291,1555.046,821.7825445
2015-12-03,1064.221,827.235,1031.806,1322.077,761.043,767.336,596.232,422.114,743.441,788.238,1017.149,928.008,746.928,1381.48,383.157,745.811,1593.151,588.476,694.3,860.986,488.464,1115.626,432.368,839.764,580.884,315.471,537.099,984.961,1144.086,745.016,710.651,1194.756,898.776,833.489,808.053,428.33,678.651,749.573,820.166,450.921,,42.813,408.846,998.52,,370.544,,793.5,864.215,688.937,,1118.154,1166.367,952.164,945.615,1636.254,965.452,1553.348,819.2472633
2015-12-04,1073.999,820.928,1039.574,1345.804,760.623,767.072,586.459,416.682,742.773,785.068,1011.95,923.327,751.294,1407.193,384.279,745.726,1597.285,587.661,694.917,861.618,490.56,1128.066,434.481,839.489,571.934,313.817,538.259,977.567,1141.649,744.261,706.659,1191.747,883.147,846.649,810.989,422.688,678.545,730.948,820.639,448.418,,42.106,407.515,987.818,,371.431,,793.5,843.038,681.069,,1109.982,1159.277,949.198,944.436,1620.802,960.89,1543.038,812.2667125
2015-12-07,1068.133,816.769,1033.936,1332.714,761.544,769.924,579.551,409.095,743.272,784.059,1010.467,920.264,725.306,1395.408,380.561,753.041,1607.829,589.381,698.572,869.897,494.277,1120.993,433.727,842.921,564.014,312.826,534.305,980.269,1144.483,741.022,699.784,1192.357,888.49,828.204,812.568,418.401,669.914,691.617,803.949,445.646,,42.115,401.858,988.429,,369.958,,787.408,837.869,670.786,,1108.991,1165.596,933.758,950.054,1619.165,968.817,1543.038,807.7910085
2015-12-08,1058.231,804.174,1023.731,1324.171,749.206,758.548,568.104,400.946,731.154,773.145,996.537,906.97,715.098,1387.028,381.209,745.187,1589.114,578.376,689.171,854.617,487.796,1118.19,425.326,831.008,546.346,307.66,524.623,956.659,1135.734,726.65,687.659,1178.092,881.664,822.37,802.48,409.062,666.537,689.288,790.896,432.793,,40.215,399.944,978.421,,359.562,,771.062,823.89,664.16,,1095.925,1141.8,917.985,938.578,1602.756,953.173,1505.335,795.4582808
2015-12-09,1054.048,803.217,1019.959,1314.069,752.506,759.603,573.656,403.999,734.438,774.71,989.712,901.095,716.323,1375.767,375.065,745.012,1595.992,575.715,688.659,856.127,489.118,1125.219,427.753,834.316,556.338,312.693,529.062,958.277,1132.951,734.777,683.976,1173.568,880.438,823.724,801.339,429.488,668.145,701.085,793.98,439.535,616.676,39.197,402.952,962.272,,354.385,,774.636,836.655,677.515,,1089.165,1141.8,917.217,930.551,1603.185,939.081,1490.939,795.225397
2015-12-10,1053.701,796.963,1018.885,1317.247,748.451,755.97,553.54,402.92,730.535,771.512,987.852,900.174,719.003,1378.997,376.204,740.98,1579.196,580.719,685.532,853.662,484.932,1115.902,424.672,827.261,552.909,312.898,524.767,945.718,1131.943,729.826,685.055,1169.873,875.846,837.999,798.785,420.329,667.959,720.879,791.556,440.494,619.528,40.286,399.946,974.073,,357.27,,771.345,774.462,656.377,,1081.026,1137.165,918.64,927.441,1593.732,937.477,1490.939,789.0229785
2015-12-11,1037.373,781.435,1002.705,1291.227,737.035,745.203,525.529,391.938,719.152,763.921,976.595,889.593,700.783,1352.166,370.862,730.348,1547.955,567.954,676.476,838.049,482.929,1117.857,419.547,817.049,539.132,308.629,519.416,927.199,1120.912,717.047,675.703,1158.573,884.931,838.209,788.774,405.537,656.189,708.329,769.308,435.405,619.528,40.066,394.667,967.061,,350.172,,771.356,704.74,625.943,,1061.998,1112.715,917.555,914.925,1575.57,925.958,1468.481,773.5622619
2015-12-14,1033.195,778.65,998.711,1293.813,726.114,735.413,538.281,387.399,708.56,753.567,969.113,881.327,692.835,1355.827,364.914,722.112,1546.755,562.261,667.348,825.027,481.604,1099.434,410.46,805.45,531.233,305.398,510.049,918.802,1108.694,703.726,664.786,1151.496,874.542,840.128,783.937,399.247,653.066,698.042,767.109,435.284,595.895,39.943,394.033,970.065,,349.877,,744.272,759.3,613.388,,1058.566,1096.878,902.888,901.868,1576.219,914.304,1450.999,771.2231602
